id,user_id,assignment_id,user_group,exit_status,user_block,age,gender,degree,comment
26,c78e70c6dae8698909af7bbb28dc1306,aeee4e955a7ed1801ca3a455c96edd74,feedback_vignette,submitted,1,26,m,Bachelor degree,NA
27,b99690545680ebf5cc4359bd80a57044,409975b99f157e3f8d84cee69ff438e2,vignette,submitted,1,46,f,High school,NA
28,cf1ba18ed13cd681911f5843e1fd8072,24543b174a8a93be30765183debdd600,feedback_full,submitted,1,30,m,High school,NA
29,22f5f718bbe2b9499fca8c9e5b3a7a44,9e2de243969acb2654893b2d6c665705,full,submitted,1,35,m,Bachelor degree,NA
30,7776995af0a1dc1240b3a0b4fcf1428d,4e551d4f2391703ebde9738e674d1e31,feedback_full,submitted,1,55,f,High school,NA
31,7e6c97b6e43fe3d90652238e153b85a1,f69a9a771f51cf14e13ba98a5dc1765c,full,submitted,1,28,m,Bachelor degree,NA
32,26287eff866ccab09c283dde6b79dfe7,4a0cdb2eec2ed2718f9425cea236d995,feedback_full,submitted,1,37,m,Bachelor degree,The study was a bit long for the pay.
33,c56798f57b96c06b6951f8ee516d7123,d944ae9a618a6efdbf05c9ecc41d67ef,full,submitted,1,58,m,High school,NA
34,fceca733a278dfc563ee19204c600820,0568d105fa99812f2bb60a3299fb2909,feedback_vignette,submitted,1,37,m,High school,Thanks.
35,0cc97ecf2d944c06cb5b83ade904694b,23700ef2b3da64f628f08f6dc977cc1b,vignette,submitted,1,36,f,Associate degree,NA
36,1981747286310371d09ab2ac1a2f4514,81956d42e0043e60dc2988175708eb11,feedback_full,submitted,1,28,f,Master degree,NA
37,28a1da016075f15b0236963ca1c35ff7,0456990ef4e4613bfbaf0c6286b4d267,full,submitted,1,18,m,Associate degree,NA
38,57a24b95113c1dda53f485e11c52b759,2e6706e9f55bfbbf0b19d4279e940dbe,feedback_vignette,submitted,1,34,m,Bachelor degree,I didn't feel like we had enough information on the subjects to determine. It would have been more relevant to include years since last offense.
39,948edbf5aa8bc89488828e4e7bca18bb,927d59e80a9a1827d8fedaf74deeb9b6,vignette,churned,1,46,m,Bachelor degree,NA
40,8d711376ad2a9acb2645401c5f7ade5d,00003dc40e5e3f50218f11b782eeaa8c,vignette,submitted,1,26,m,High school,NA
41,ceb88fdc69c24c6e78c062b538dfdefd,9cbc2e7414a7916c486c78e84c099d41,feedback_full,submitted,1,27,f,Bachelor degree,"Good survey, I feel like I could never get it right though! Like that the correct answer was displayed."
42,39c16365d47a941f497eb0edb55accfd,88b08925bf0c0d6182041d4d9d1e3fc3,full,submitted,1,31,f,Bachelor degree,none
43,4238b8918106cab62270e4caf36f8116,ba013ffccdc478747ef8ab2548678fbc,feedback_vignette,submitted,1,29,m,High school,The points were never really explained as to how they equated to money.
44,92f919233deae7a07b78dcb3948918b1,1c60c9caf53d56c3f550f00c002c419f,vignette,submitted,1,29,m,Bachelor degree,NA
45,7a2f676e867bce42cb3ce77826fa8aff,cfdbfca74f0a8452c6a275e70e451e4f,feedback_full,submitted,1,30,f,Bachelor degree,NA
46,0dc5832da822b66f558eabd879ba55b7,a7f0693ada3251535f429ac8a6126543,feedback_vignette,submitted,1,31,m,Bachelor degree,NA
47,b1699aa37089705e7b4d83e5879c143c,85a03bc506349897c23c279461e8794e,vignette,churned,1,49,m,Associate degree,NA
48,71aebb6ca0ba754163d15b509673630c,b7f1b2a3630ad8d84996bc0391ba3152,feedback_vignette,churned,1,35,f,Associate degree,NA
49,624cae8f85f30d784c0b0c5dac220c77,5b94e3b92c2d375fa8860a5db21b6251,full,churned,1,70,m,High school,NA
50,5189ab120c337c6737cdd84c12619ce3,1edb052be19e2b5d8a2e309395df4aa0,vignette,submitted,1,41,m,High school,NA
51,7922c036957c406e8807caa80718bf4d,52dec75b203bd834be44a5c8712bfb2d,feedback_full,submitted,1,29,m,Associate degree,NA
52,159537622e481c96671c739f77b95f28,829d3895aef5822e32e8406bebc61d31,feedback_vignette,submitted,1,23,m,Bachelor degree,NA
53,0e66f513ff72716c0f0c8e4d4062ef2f,0bf1f8ad88198390502bcc4edf895d8d,full,submitted,1,28,f,Master degree,awesome
54,7a126f3acaf8d4814041ab14c7642894,bf5a62279143d741a27b133038320bd7,vignette,submitted,1,31,f,Bachelor degree,NA
55,68f0b7885c2506376b181e9e28c3468b,2111de3550535d23fd5d8465e4c38f16,vignette,submitted,1,27,f,High school,NA
56,216f026a4a8580485fbc0a1923e0b4dd,99f2cbabc574955aaa5db026b685ea71,full,submitted,1,25,m,Bachelor degree,This study is good recall
57,10709e0cacc753b1614f931377599eaa,e363835ef78f1ddb8430ae8fc23a0759,vignette,submitted,1,57,f,Bachelor degree,NA
58,97f04b44152c857309a7b76736e9e62c,b1d729eff7b0ff0f8844fd524018e8f8,feedback_vignette,submitted,1,51,m,Associate degree,Tough test. Thanks
59,824d1a837c1afd27580653453e9c82f3,fa1989781861af772b72aa01e14e93c6,feedback_vignette,submitted,1,41,m,Bachelor degree,None.
60,f202938b5a870787b7bf287af66631a5,5f34b451d76909c2c02e1733265a5912,vignette,submitted,1,32,m,Bachelor degree,NA
61,cad36e225e80f3f61f3e1c97cd64c1ef,aa757dfe86c5136e23e33dbbc09b56fc,full,churned,1,29,NA,Bachelor degree,NA
62,6dec469d9148e6f311a8cf1b3f178277,8fc2a6890c0dc2deae15755d3c626100,feedback_full,submitted,1,30,f,Bachelor degree,NA
63,863ce0e4b43d43f6b046c66340f33783,c492de50bfa3b757f14bdc97bd75b728,feedback_vignette,submitted,1,31,f,Bachelor degree,Good survey and i am like it
64,41f15ede362c0bc05f75c3dfc523fb3b,d47a1a0f7294b552c724ad8168b8ed5f,feedback_vignette,submitted,1,32,m,Bachelor degree,NA
65,863ce0e4b43d43f6b046c66340f33783,c492de50bfa3b757f14bdc97bd75b728,feedback_vignette,submitted,1,31,f,Bachelor degree,Good survey and i am like it
66,275bba72b6e7d5f3af2cfcd8e8fb427f,e10696e77c47df1478859530d912599f,full,submitted,1,55,f,Bachelor degree,NA
67,95bfbacaf72710800bdd861c363e85cb,c1ddca6eb53630b0bf669a6673ac71c6,full,submitted,1,28,m,Bachelor degree,NA
68,96a58f19e9bd882aa5846d72385ddfb3,a3e23533e667cb337641b921b5fb48c3,full,churned,1,34,m,Associate degree,NA
69,e0eb0952c18cf88d8945d744d9d230cb,f8fed429e7c8a0c06178915cb0ecb801,feedback_vignette,submitted,1,30,m,Bachelor degree,no
70,3b06341a665eebcc6e7843b153cdc0f5,98b87de5a8d7b0174043f06d23a54a6f,feedback_vignette,submitted,1,34,m,Master degree,it was a very hard task. but quite enjoyable though.
71,2ce6b0f9c85a9277d33c11115ab10a7c,b168ee0ed9f93ef32e809cc108282c9d,feedback_full,submitted,1,52,m,High school,NA
72,1b19d9e3d8dfeea3afe5b4c47b08ec13,607aa549b450a0891e9ee4be8e95837b,vignette,submitted,1,61,m,Bachelor degree,There are many variables that weren't available that could have led to better choices.
73,f1d8c00ac4e764d2d053bd16eeabd687,265786c6c4c452100e4df413f3a55fb4,feedback_full,submitted,1,45,m,Associate degree,none
74,f42ba459797df1e0bd527b094d45fe79,b7f1b2a3630ad8d84996bc0391ba3152,feedback_vignette,submitted,1,27,m,Associate degree,NA
75,42ab270c28bd11ef8745597b02092696,8ada740c447c2706cd2bf4f002ad9afd,vignette,submitted,1,47,m,Associate degree,NA
76,6b9a76e87aada6001039c4bd62cc2e4e,805e443ecba14479f007e376feb9eaca,feedback_full,churned,1,28,f,Bachelor degree,NA
77,ad6413c7aaf309cece2b4506ad09e72d,d9f634aeba3f74cd8693fe698dcef113,feedback_vignette,submitted,1,26,m,Bachelor degree,Thank you
78,e9936fe9deb7e534eedea9cb6fd6f6e3,f1d83402f0a1554949eaee85724c6485,feedback_full,submitted,1,30,m,High school,NA
79,db9e5ad8ceb6477b98bad016c6bef37a,24c9c6ed66afc888113543baba7286db,full,submitted,1,32,f,Associate degree,NA
80,d1d194c9ccb094f5047e38b816ca9a71,39cb98baef3042531ab566d2e743a813,feedback_full,submitted,1,38,f,Bachelor degree,n/a
81,d1d194c9ccb094f5047e38b816ca9a71,39cb98baef3042531ab566d2e743a813,feedback_full,submitted,1,38,f,Bachelor degree,n/a
82,523753d15b6d16b41f4523e76b2a8f8e,b7bec6e1f00b984a9d19d76822b7a0ce,feedback_full,churned,1,31,m,Bachelor degree,NA
83,55b6ae995c0a74001334c2a895f11992,e4e58cb8f5efee612410dd1973404de4,feedback_full,submitted,1,32,f,High school,I have no additional feedback. Thank you.
84,380cef39453a1fddbf4c29d031bbce3c,d5479140abf0d8ad3bfe748d7285190c,feedback_full,churned,1,26,m,Bachelor degree,NA
85,19df372707c5018a1592ae32a242d455,f65dbee80ceec786a3525cf39bbe3c38,vignette,submitted,1,25,f,Bachelor degree,NA
86,dd7e4deafdffa7aa805c9b37f4071026,e148065c715f01a18af67dd394746530,feedback_full,submitted,1,25,m,Associate degree,NA
87,362cffc4c15b69046a4bdbba706e34d2,e43fceec23de0610491c2c61232d3022,full,submitted,1,40,f,Associate degree,none
88,009509d5cca73c2f64ec7a34aa6db6cb,27163e17d889fd1a78540d1dd8f3e2aa,vignette,submitted,1,38,m,Master degree,"If the defendant description is only one line, then make the attention checks similar. They really stand out they way they are now."
89,94346235f869f8be826c8261bc17a024,2058072b89875ee3f8d83c7987389803,feedback_vignette,submitted,1,30,f,Associate degree,It was a fun hit.
90,6b6361a28b11a7df9007e16f547d189d,773b70acf1ccb668647abceead8508e5,full,submitted,1,26,m,Associate degree,NA
91,aff8ae99643db8da76ed8e95228b86ab,c474de56e2f324e77d6d4cb4fcdae499,vignette,submitted,1,29,m,Bachelor degree,really interesting
92,0ba225b5f2f9f137bf90fc69a3435695,8f3612ff8e70b9498606a1075e173d31,feedback_full,submitted,1,29,m,Bachelor degree,"There's information that would be very useful in predicting how likely they are to be arrested that wasn't given, including many factors that don't effect likelihood of committing a crime but do effect the odds of arrest (yes, Race, not to mention political beliefs). I also noticed that several of the defendants had ""involved in an abusive romantic relationship"" but it was not specified if they were the abuser or the victim.

I also noticed that all the defendants were female. Females are far less likely to get arrested in the first place than males (again, regardless of guilt or likelihood to commit the crime), because of sexism."
93,e50ef733e0fe87cdde9ffc851fd1da7d,8995c0ce0b89f749aba760f827b443d1,feedback_full,churned,1,31,m,Associate degree,NA
94,0ef7071e681f4ddd71b3cef84b303066,40fcb4b8de8893e0c84a903a0113c76d,feedback_full,submitted,1,45,m,High school,none
95,5baf6c8c3f91da4709eabc93dea035c0,1b7aa8809744e5052ab7faaa8f324663,feedback_vignette,submitted,1,35,m,Bachelor degree,bs
96,c1c50e2ca5f1ff663427ed5643db1490,6a8d454e3865c0008d2fe4311240f2e4,full,submitted,1,57,m,High school,Thank you for allowing my participation in your study
97,69c2aa378a674a92cecd2cd13294eedd,2392112c46f5744245b5791b4f22dcbd,full,submitted,1,28,m,Master degree,NA
98,19173ede9570a0115ec27634bc26ee6e,a06f2e71fefc7df5d7f00ddddaa1ec4c,feedback_full,submitted,1,35,NA,Associate degree,NA
99,b574a3e856faa9d7e0d23754c2404f6f,fccbf5db5071ed1b0c80f26bc2aaa5bc,feedback_vignette,submitted,1,37,f,Associate degree,none
100,cb9297f40381c68aad1afddac013d2d2,a4d6f9083cb85a884f04fdb12cba3b9a,vignette,submitted,1,16,f,Bachelor degree,Interesting! Would love to see instant feedback on the decisions or what the actual calculated likelihood percentages were.
101,7834141bd6d5bffcec6ef62a344c9776,938bd2926b6b0fb2ce0c19e481da35e7,feedback_vignette,submitted,1,31,f,Bachelor degree,NA
102,6d5378ac52d93771a6bcd5a7cc81288a,f2762767c748f7a34318a4e9f617df8f,feedback_full,submitted,1,39,m,High school,"That was a lot harder than I thought it would be.  Sometimes its hard to judge, because one little slip up could have them right back in jail even if they were on a good path for months or years."
103,56b419be20766ea2fcef1fed99dfc87e,805e443ecba14479f007e376feb9eaca,feedback_full,submitted,1,49,f,High school,Thank you this was fun.
104,b51e3794e625fc695fec34f02530f3cb,b4850c49ba03865f9825a603c27fc927,full,churned,1,49,m,High school,NA
105,c6e684416e4688206f9e0ecda6d75d29,d6af9c081c825a02abacbd2a8decbb08,feedback_vignette,submitted,1,29,f,Bachelor degree,n/a
106,17b37fdead24940016a88b52252fcde2,ac1194ae97e6f1e4c51b745d080f8621,vignette,submitted,1,70,f,High school,dumb
107,78e7efcfcf5a083ea678c2fdcf8903c6,d47b3244f08df18ae67e86c0c3d919fa,full,submitted,1,29,m,Bachelor degree,NA
108,9a474bf35b41612e6e55b744b3a19c7d,3167fd779658165d2c8b13d15f94c5dd,feedback_full,submitted,1,35,m,Associate degree,nothing
109,cbe1d27a790b790d1fc8fa33a4380cc8,99e3538d19412424a4c1169dbd54518f,vignette,submitted,1,31,m,Associate degree,NA
110,0e22a2bfaaae13414458d7d6b7053608,59b6cb8d8ac4aaea683b208cdd13c7e3,vignette,submitted,1,29,m,Bachelor degree,nice
111,fec1561512dde1a521f7431bea04e0b1,04118619bde7f693b17cc30067e5d173,feedback_vignette,submitted,1,38,m,High school,NA
112,1e4ab1845cde77a82738596fecc44969,c06508ab1cb7dc6466f3f5885d8c1a14,feedback_full,submitted,1,38,m,High school,thank you
113,5e19af94c46ad614815ca4593f77f686,d7f1a1f1c07aa267c100783045416f03,full,submitted,1,60,f,Bachelor degree,NA
114,d5c0d27ae4b260e2a13aff417ad0c0ec,e7664451e07eb91cfd2ea10e98e91053,full,submitted,1,22,f,Bachelor degree,"Easy to follow and understand, thanks!"
115,7ff7bfc2afbdfb4e48cbc63b36b6de2c,e0f2b4804122431866c49fd915b08f33,feedback_full,churned,1,32,f,Associate degree,NA
116,e8ec424e7417a2562f6024abecd9fd3d,7e2ea218654fd5ac63acecaa23ba7bc2,vignette,submitted,1,57,f,Associate degree,NA
117,dafe5adcae6994d714cf215bbc73fa82,9ea4c0c91962f0a9edeaa0642dddea70,vignette,submitted,1,31,m,High school,NA
118,bfcf42a6b06b10a3200b68be38551779,40fd79a1f1a4ba15fa73ddeea0a98cd3,vignette,submitted,1,29,m,Bachelor degree,NA
119,5862bbc9733db5fa17d41b30a540e622,d4627c63671c76e75f5a8e2d0e333c59,feedback_vignette,churned,1,55,f,High school,NA
120,0606a6422ccf8697f3cdaf1ba5938c0e,cd4f2cb29c62341a7d81fdc66ddc98dd,full,submitted,1,26,m,Bachelor degree,NA
121,3672ba0dea8ca4c3af20936e2d0f55ae,f62129c6f90b771cf9b425e85c83b538,feedback_vignette,submitted,1,35,f,High school,NA
122,ccbcfc04891745c3c65e51efe2951e65,833de9df5c4581bbc126448e2c5bf003,feedback_full,submitted,1,31,m,Master degree,NA
123,bd1120c76588d53d55860d101e1631d3,93088ac6c95724b4d1bcbfe73f09c5ec,feedback_vignette,submitted,1,30,m,Bachelor degree,"no issues, thank you!"
124,9d5c375a19cbd9300257f7180a2de0ce,3b88e5ad703ede9511a459be289db698,feedback_vignette,submitted,1,32,f,Bachelor degree,none
125,99b977df227b9a61fa9cf7e45403e6f3,fce25da86c65e93e97518a7ef2f41591,feedback_vignette,submitted,1,31,f,Associate degree,None
126,0d78d1fb1f43270657beb32084e17629,bf077909d33e74f6ec1bff4b220fd4ef,vignette,submitted,1,25,f,Bachelor degree,NA
127,1a9b060f903a681996c8d1dd93850cef,6833bcc429b6ecaad54de167fca2675d,vignette,submitted,1,54,m,Associate degree,The second row of the radio buttons is a bit confusing in the survey. I wasn't sure whether they were somehow related to questions above them. Thank you!
128,c5a1417d5837edcc15249ccdd386f67c,eb5378bdc0a9f20fa28b9193ed7472d6,feedback_full,submitted,1,30,m,Bachelor degree,it's very interesting study.
129,982a3e0ef4936d0bb3ee54a46c317147,568b7236886c3dfeaba2c196b5374e1e,feedback_vignette,submitted,1,42,f,Bachelor degree,NA
130,fb8d1ae7412d93172728810d1a3c4873,f0f15d460d5705bb0e202f7e5562b410,vignette,submitted,1,31,m,Master degree,GOOD SURVEY
131,f8ec607ac9137a28d33de5032cd8405b,b889dd0dce62f20a102f1037b5cf41ac,feedback_full,submitted,1,31,f,Associate degree,NA
132,2549f2309c6fde83f63ea79ad40c34d9,327fd816bbd12077133132e82bbbc051,feedback_full,submitted,1,35,f,High school,"hmm, i though good family retations would make it less likely to happen"
133,c5ec07b1babac3f1b15ff794016332ad,e9013fa4bfe0ccbc74a76023da45d450,feedback_vignette,submitted,1,25,m,Bachelor degree,NA
134,1d99b4593374d26e76fea2a4826caa3c,c6fa152dea41b981a9fe4760524a4a11,full,submitted,1,31,f,Associate degree,NA
135,4635385ca64b6c4e0f60e8bc4261c4dc,3c51f2c589f1aca13ea2ca7ff97e99c1,vignette,churned,1,33,m,Bachelor degree,NA
136,2f63280073daefb1bbba5b1def8dd2f2,52f397eb7b6962a4da3a2e9a67c8eb14,feedback_full,submitted,1,33,m,Bachelor degree,was very interesting.
137,ea1a4709007dc6c715feb036d86eb304,414185db62533e312eca3c95147a51c6,feedback_full,submitted,1,25,m,High school,NA
138,0762e88c2db8ef8de3f54333f1ce044d,fb0175941e396d6ef0cf26d597fe8d4b,full,submitted,1,50,f,High school,NA
139,b91943d38a3d451047066e61f2830eca,9b1c67f4bc6c08a84c9682af65c11b70,vignette,submitted,1,29,m,Bachelor degree,good
140,ad7f56f902925af1063d235d892bf803,45f2fbf86593e6f3aec1faaff5769866,feedback_full,submitted,1,53,f,High school,"This was tough. I thought I would do better than I did, but I enjoyed it nevertheless."
141,405b33aafc3c2a817ca5097909c22c32,a0b94d6408caeb07c675f53ec16d039c,feedback_vignette,submitted,1,54,f,Bachelor degree,I used to work in social services with jail populations so this was interesting to me.
142,889a3a939eaec1e2bdf6e1edd45f7b93,8e35b53297aa231229add52f62b16f9d,full,submitted,1,35,m,Bachelor degree,NA
143,78afd505a156b3f6e9817ab7c04fe248,db59f16ed8bc0b61b2900bd62ad7e47f,full,submitted,1,25,m,Bachelor degree,Thanks
144,78afd505a156b3f6e9817ab7c04fe248,db59f16ed8bc0b61b2900bd62ad7e47f,full,submitted,1,25,m,Bachelor degree,Thanks
145,52aa03014f9523e59d12c05d5bb5ba60,af4ab13b4dab8c050fca36fbb41da558,full,submitted,1,29,f,Master degree,"It would be helpful to know the bonus system and point system. This hit is very, very underpaid. You spelled assault wrong throughout the hit."
146,de559ed16c662a4b6670c6db08a651df,58adc37e286d801b716b632e3ceb5079,feedback_full,submitted,1,31,m,Master degree,its very interesting
147,e5b7dc0a684f9db647017356c7f4e71d,8155b76a239dbdffddb1312a66f16b5a,full,submitted,1,35,m,Master degree,This was a really interesting study!
148,015b9677a024c28c23247fc5166d3556,10a0cb019ceb05d0f82dd72e8cbdf514,feedback_full,submitted,1,38,m,Associate degree,NA
149,e390151cf6e68304fad25b9dfaba1af8,04c370fae20edd743d6d9bcd8afdd129,vignette,submitted,1,30,f,Bachelor degree,None
150,cf5e6c9b14eb878d33a77c19dcca43f0,ba9bb8a1aa1eb771b6fbd5b93736d862,feedback_vignette,submitted,1,20,m,High school,Thank you!
151,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
152,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
153,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
154,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
155,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
156,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
157,cd69e5987a810eb073a8be517db5786d,20ddedd854ed22e2ddc98b6456b21c4b,feedback_vignette,submitted,1,27,m,Bachelor degree,NA
158,9a1b416f85e2900dc59a17c3dad3d93e,3c51f2c589f1aca13ea2ca7ff97e99c1,feedback_vignette,submitted,1,33,f,High school,"this was fun, thank you!"
159,51fb4421e70c27779b71d29f54843369,83122ab08f0a535faeb760d15fb79a33,feedback_vignette,submitted,1,33,m,Bachelor degree,NA
160,698d4220438f51a467c9210ed6d3617d,1811eb69c9c26c166dc53728c0ba5c51,vignette,submitted,1,30,m,Doctoral degree,very good
161,ccd9e567e5391fc7a41566774262edeb,129fdb1a18d5f67db40f3cc3c29152b5,vignette,submitted,1,25,m,Bachelor degree,Great study !
162,9ae1f5cc017bd57b99a530d1646a2191,4d8742dc061b94c82e2e975ef22a1c9e,vignette,submitted,1,33,f,Bachelor degree,NA
163,1f8136374bf8fbec07ad7aaddbc8c553,fc476599a29e347d231cc05e09c9596f,vignette,churned,1,40,m,Master degree,NA
164,5097c76d0aaaaf4578a41d109a5cee0f,db7ff19bb35c9d1dda190387d0e29c99,feedback_full,submitted,1,31,m,Associate degree,NA
165,f48aa59889525333b7df486062e54082,64824c6a80ed0730d4e9736fe549211c,feedback_full,submitted,1,44,m,Bachelor degree,it was fun
166,e489ae8cbd89f23d69f9ee07a4bff817,84365a7b495877e10a3bcf3012ca9f71,vignette,submitted,1,30,m,Master degree,no comment
167,ecb5d1c8926edd396733b9eb9f896f3f,1ab6fb1e8a7a3dbdb6bc7a611867401f,vignette,submitted,1,27,f,High school,"It was a fine study, I like how I still got to pick percentages underneath the scale to further refine my guess. Just a heads up, there was a typo in the study--every time there was the word ""assault"" it was spelled ""assult"" but I knew exactly what it meant and I bet it won't cause you any problems if you don't change it. Just letting you know!"
168,684965a25c018975d893654ed8df4de6,8fe3e2e918fbf81cf210bd35321275f7,full,submitted,1,34,m,Bachelor degree,NA
169,b6811ffa745c52c718b4c07c92502cb5,10909bb8fb5e6c7f452430d7d0f4f7da,vignette,submitted,1,31,m,Doctoral degree,Good survey
170,b6811ffa745c52c718b4c07c92502cb5,10909bb8fb5e6c7f452430d7d0f4f7da,vignette,submitted,1,31,m,Doctoral degree,Good survey
171,750c91acbc85bbff4d83967c1259aebf,41e3401fa840c52ba49c335a47c214cb,feedback_vignette,submitted,1,25,m,Bachelor degree,i really enjoyed the prediction
172,fb1ffb4c07670d3fce8f810d871316ae,650519443fabf2f81416df3820004758,full,submitted,1,45,f,Bachelor degree,interesting!
173,870c68971e411454054c14abfdcb60f3,1110da062738df1f5c7f2bc27f86666a,full,submitted,1,39,f,Associate degree,thank you!
174,4c3c5ac55f28f8fe50d3cd39af86a110,15e5b7299191c38b3ee4b4fa75ec5bbe,feedback_vignette,submitted,1,68,NA,Master degree,NA
175,9bab13a704a03102b1cb6a48f126b8b5,bbf412a78928806e73b7e5182a9716d8,full,churned,1,26,f,Associate degree,NA
176,cb5a8a85bf80b49e8ead1a53ff446769,7bd066806da4ad2616ef983725e12a36,vignette,submitted,1,38,f,Bachelor degree,NA
177,3373c339e0e0eb1f1c7186ad43aaa5e7,ebbf1697a18c5656e90a156f7a70c3e5,full,churned,1,59,m,Bachelor degree,NA
178,58ad1a8bed5f066821919a1aafd3c947,0e0bfea37e841b1b1e1bf6e6a3b37075,feedback_vignette,submitted,1,34,f,Master degree,I liked this study
179,4e162779187b3d077826af7ce1108917,20154d5b972b7e6d77a55f6e48d62afc,full,submitted,1,26,m,High school,NA
180,fec2d0b162c2193ad137148bd16661f1,cded2617e5eb98ca9350920dc5454e69,feedback_full,submitted,1,46,f,High school,NA
181,8911147b083f525517320e6bb2cdf565,5b39e8897c25040b31eb34e90d0a5447,vignette,submitted,1,37,f,High school,n/a
182,4e6302fc3962f787de6e80882305c054,344be8e89be4e2ca44048a5de78b6fe5,feedback_full,churned,1,30,f,High school,NA
183,df674af0b67732aa2190e265c482d120,8d48cf12057a1158752b7471092a1987,vignette,submitted,1,50,f,Associate degree,"I enjoyed this, thanks!"
