"block_num","id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree (misd/fel)","compas_decile_score","two_year_recid","vign_short","charge_name","charge_info","outcome"
1,7652,2,0,25,0,0,8,172,1,8,1,"The defendant is a 25-year-old male. He has been charged with driving with a suspended license. This crime is classified as a felony. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
1,3732,2,0,26,0,0,1,93,0,1,0,"The defendant is a 26-year-old male. He has been charged with criminal damage of less than $1000. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Criminal damage of less than $1000","when a person willfully and maliciously damages another person's property - with damage less than $1,000",0
1,1024,2,0,27,0,0,0,306,0,2,0,"The defendant is a 27-year-old male. He has been charged with possession of cocaine. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",0
1,10307,2,0,31,2,0,6,169,1,6,0,"The defendant is a 31-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 6 prior crimes. He has 2 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,8613,1,0,33,0,0,2,133,0,2,0,"The defendant is a 33-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
1,6064,1,1,31,0,0,0,45,0,2,0,"The defendant is a 31-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,10452,2,1,44,0,0,0,379,1,1,0,"The defendant is a 44-year-old female. She has been charged with tampering with physical evidence. This crime is classified as a felony. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Tampering with physical evidence","when a person alters, destroys, suppresses or conceals any record, document or thing with purpose to impair its verity, legibility or availability in any official proceeding or investigation",0
1,8141,1,0,21,0,0,0,400,1,4,0,"The defendant is a 21-year-old male. He has been charged with trespassing. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Trespassing","willfully entering or remaining on some form of real property without authorization, license, or invitation",0
1,3398,2,0,21,1,2,3,92,1,10,1,"The defendant is a 21-year-old male. He has been charged with criminal damage of less than $1000. This crime is classified as a felony. He has been convicted of 3 prior crimes. He has 1 juvenile felony charge and 2 juvenile misdemeanor charges on his record.","Criminal damage of less than $1000","when a person willfully and maliciously damages another person's property - with damage less than $1,000",1
1,8104,2,1,42,0,0,16,336,1,6,0,"The defendant is a 42-year-old female. She has been charged with resisting an officer with violence. This crime is classified as a felony. She has been convicted of 16 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Resisting an officer with violence","when a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty",0
1,9644,2,0,22,0,0,0,283,0,6,0,"The defendant is a 22-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",0
1,3635,2,1,24,0,0,2,89,1,4,0,"The defendant is a 24-year-old female. She has been charged with forgery. This crime is classified as a felony. She has been convicted of 2 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Forgery","when a person falsely makes, alters, counterfeits, or forges a document that carries legal efficacy",0
1,1642,1,0,29,0,0,1,45,0,6,0,"The defendant is a 29-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,9295,3,0,30,0,0,2,313,1,2,0,"The defendant is a 30-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",0
1,4105,1,0,33,0,0,7,229,1,9,1,"The defendant is a 33-year-old male. He has been charged with child neglect. This crime is classified as a felony. He has been convicted of 7 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Child neglect","when a caregiver willfully, or through culpable negligence, fails to provide a child with the care, supervision, and services necessary to maintain the child's physical and mental health that a prudent person would consider essential for the well-being of the child",1
1,8517,2,0,23,0,0,0,45,0,3,1,"The defendant is a 23-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
1,4841,1,0,55,0,0,0,45,0,1,0,"The defendant is a 55-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,10011,2,0,45,0,0,4,127,0,3,1,"The defendant is a 45-year-old male. He has been charged with driving with a suspended license. This crime is classified as a misdemeanor. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
1,1441,2,0,30,0,0,1,45,0,5,1,"The defendant is a 30-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
1,2182,2,1,26,0,0,1,190,1,6,1,"The defendant is a 26-year-old female. She has been charged with grand theft. This crime is classified as a felony. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Grand theft","the unlawful taking of property worth more than $300",1
1,9435,1,0,24,0,0,3,306,1,5,0,"The defendant is a 24-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",0
1,1741,2,0,24,0,0,5,418,1,6,1,"The defendant is a 24-year-old male. He has been charged with forgery. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Forgery","when a person falsely makes, alters, counterfeits, or forges a document that carries legal efficacy",1
1,7324,1,0,30,0,0,0,169,1,1,0,"The defendant is a 30-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,2910,1,0,42,0,0,0,128,0,4,0,"The defendant is a 42-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
1,3957,3,0,24,0,0,1,84,0,2,0,"The defendant is a 24-year-old male. He has been charged with contributing to the delinquency of a minor. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Contributing to the delinquency of a minor","when a person over the age of eighteen commits any act which causes, tends to cause, encourages, or contributes to a minor become delinquent, dependent, or a child in need of services",0
1,1022,2,1,31,0,0,0,45,0,1,0,"The defendant is a 31-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,921,2,0,30,0,0,1,283,0,7,0,"The defendant is a 30-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Possession of cannabis/marijuana","nan",0
1,3115,2,1,40,0,0,7,326,0,4,0,"The defendant is a 40-year-old female. She has been charged with prostitution. This crime is classified as a misdemeanor. She has been convicted of 7 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Prostitution","engaging in sex for money",0
1,7678,2,0,28,0,2,7,306,1,7,1,"The defendant is a 28-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 7 prior crimes. He has 0 juvenile felony charges and 2 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
1,855,2,0,38,0,0,0,60,1,1,0,"The defendant is a 38-year-old male. He has been charged with burglary. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Burglary","unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside",0
1,2393,2,0,22,0,0,0,65,1,3,0,"The defendant is a 22-year-old male. He has been charged with burglary. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Burglary","unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside",0
1,9501,3,0,45,0,0,0,45,0,1,0,"The defendant is a 45-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
1,7412,1,0,28,0,0,0,169,1,2,1,"The defendant is a 28-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
1,10044,1,0,34,0,0,0,374,0,2,1,"The defendant is a 34-year-old male. He has been charged with driving with a suspended license. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
1,8938,2,1,48,0,0,0,45,0,5,0,"The defendant is a 48-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
2,3248,1,0,70,0,0,11,306,1,1,1,"The defendant is a 70-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 11 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
2,4943,2,0,46,1,0,9,190,1,9,1,"The defendant is a 46-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 9 prior crimes. He has 1 juvenile felony charge and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",1
2,3854,2,0,22,0,0,1,190,1,3,1,"The defendant is a 22-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Grand theft","the unlawful taking of property worth more than $300",1
2,1103,2,0,22,0,0,0,246,1,8,0,"The defendant is a 22-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",0
2,4977,1,0,39,6,1,17,306,1,7,1,"The defendant is a 39-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 17 prior crimes. He has 6 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
2,5765,2,0,51,1,0,19,175,1,9,0,"The defendant is a 51-year-old male. He has been charged with theft. This crime is classified as a felony. He has been convicted of 19 prior crimes. He has 1 juvenile felony charge and 0 juvenile misdemeanor charges on his record.","Theft","taking of another person's property worth less than $300",0
2,2002,1,0,49,0,0,12,283,0,5,0,"The defendant is a 49-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 12 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",0
2,4860,2,1,24,0,0,0,45,0,2,0,"The defendant is a 24-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
2,1941,2,0,28,0,0,0,134,0,1,0,"The defendant is a 28-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
2,913,2,0,31,0,0,3,425,0,8,1,"The defendant is a 31-year-old male. He has been charged with domestic violence. This crime is classified as a misdemeanor. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Domestic violence","the touching or striking of a family member, household member, or domestic partner against their will",1
2,3010,1,0,58,0,0,0,132,0,1,0,"The defendant is a 58-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
2,7897,1,1,24,0,0,0,45,0,5,1,"The defendant is a 24-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",1
2,7920,2,0,22,0,0,0,289,1,4,0,"The defendant is a 22-year-old male. He has been charged with forgery. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Forgery","when a person falsely makes, alters, counterfeits, or forges a document that carries legal efficacy",0
2,375,1,0,30,0,0,4,159,1,2,0,"The defendant is a 30-year-old male. He has been charged with false imprisonment. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","False imprisonment","when a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will",0
2,4991,2,0,58,0,0,10,306,1,3,1,"The defendant is a 58-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 10 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
2,4546,2,0,32,0,0,0,306,1,1,1,"The defendant is a 32-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
2,8046,2,0,27,0,0,13,246,1,10,1,"The defendant is a 27-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a felony. He has been convicted of 13 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",1
2,1066,1,0,40,0,0,1,222,1,2,0,"The defendant is a 40-year-old male. He has been charged with manufacturing cannabis/marijuana. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Manufacturing cannabis/marijuana","nan",0
2,5049,1,1,26,0,0,0,128,0,2,0,"The defendant is a 26-year-old female. She has been charged with driving under the influence. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
2,10502,1,0,31,0,0,0,169,1,1,0,"The defendant is a 31-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
2,4640,2,0,25,0,1,10,112,1,10,1,"The defendant is a 25-year-old male. He has been charged with dealing cocaine. This crime is classified as a felony. He has been convicted of 10 prior crimes. He has 0 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Dealing cocaine","possessing cocaine with the intent to sell or deliver the cocaine",1
2,4098,2,0,26,0,0,4,344,1,4,1,"The defendant is a 26-year-old male. He has been charged with robbery. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Robbery","when a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat",1
2,7834,2,0,33,0,0,1,169,1,2,0,"The defendant is a 33-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
2,794,2,0,29,0,0,5,253,1,5,1,"The defendant is a 29-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",1
2,408,1,1,22,0,0,1,246,1,3,0,"The defendant is a 22-year-old female. She has been charged with possession of cannabis/marijuana. This crime is classified as a felony. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Possession of cannabis/marijuana","nan",0
2,3647,2,0,20,0,0,0,190,1,3,0,"The defendant is a 20-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",0
2,5500,1,0,72,0,0,7,344,1,4,0,"The defendant is a 72-year-old male. He has been charged with robbery. This crime is classified as a felony. He has been convicted of 7 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Robbery","when a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat",0
2,2034,1,0,37,0,0,2,209,1,2,0,"The defendant is a 37-year-old male. He has been charged with fleeing the scene of an accident. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Fleeing the scene of an accident","when a person is involved in an accident or crash and willfully leaves the scene of the accident or crash without providing their information to the other individuals involved",0
2,726,1,0,34,0,0,4,303,1,6,1,"The defendant is a 34-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",1
2,9634,3,0,24,0,0,2,212,1,3,0,"The defendant is a 24-year-old male. He has been charged with child molestation. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Child molestation","intentionally touching the breasts, genitals, or buttocks of a child younger than 16 in a lewd or lascivious manner",0
2,6189,1,1,46,0,0,1,167,1,2,0,"The defendant is a 46-year-old female. She has been charged with battery. This crime is classified as a felony. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
2,4629,1,0,55,0,0,0,45,0,1,1,"The defendant is a 55-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
2,9407,2,0,40,0,0,20,129,1,7,0,"The defendant is a 40-year-old male. He has been charged with driving with a revoked license. This crime is classified as a felony. He has been convicted of 20 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a revoked license","nan",0
2,6240,2,0,50,0,0,0,306,1,1,0,"The defendant is a 50-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",0
2,2525,1,0,28,0,0,0,86,1,2,0,"The defendant is a 28-year-old male. He has been charged with forgery. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Forgery","when a person falsely makes, alters, counterfeits, or forges a document that carries legal efficacy",0
2,8162,4,0,48,0,0,0,15,1,2,0,"The defendant is a 48-year-old male. He has been charged with assault with a deadly weapon. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Assault with a deadly weapon","an intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent",0
2,1195,2,1,37,0,0,3,336,1,7,0,"The defendant is a 37-year-old female. She has been charged with resisting an officer with violence. This crime is classified as a felony. She has been convicted of 3 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Resisting an officer with violence","when a person knowingly and willfully resists, obstructs, or opposes a law enforcement officer by threatening violence or engaging in violent conduct against the law enforcement officer was engaged in the lawful execution of a legal duty",0
2,2703,2,0,51,0,0,3,172,1,7,0,"The defendant is a 51-year-old male. He has been charged with driving with a suspended license. This crime is classified as a felony. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",0
2,6207,2,0,38,0,0,0,145,0,8,1,"The defendant is a 38-year-old male. He has been charged with extradition of defendants. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Extradition of defendants","the transfer of an accused criminal by one state or nation to another",1
2,10423,1,0,28,0,0,2,377,1,2,1,"The defendant is a 28-year-old male. He has been charged with tampering with a witness. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Tampering with a witness","the act of attempting to alter or prevent the testimony of witnesses within criminal or civil proceedings",1
2,282,1,0,45,0,0,8,423,0,4,1,"The defendant is a 45-year-old male. He has been charged with domestic violence. This crime is classified as a misdemeanor. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Domestic violence","the touching or striking of a family member, household member, or domestic partner against their will",1
2,7032,1,1,58,0,0,1,134,0,2,0,"The defendant is a 58-year-old female. She has been charged with driving under the influence. This crime is classified as a misdemeanor. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
2,838,2,0,44,0,0,1,333,0,3,0,"The defendant is a 44-year-old male. He has been charged with reckless driving. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Reckless driving","driving a vehicle in a manner that shows a willful disregard for the safety of persons or property",0
